"CMS Node with id ""%1"" does not exist.","CMS Node with id ""%1"" does not exist."
"Tree Viewed","Tree Viewed"
"Revision #%1 could not be removed because it is published.","Revision #%1 could not be removed because it is published."
"CMS Revision with id ""%1"" does not exist.","CMS Revision with id ""%1"" does not exist."
"Please enter a version label.","Por favor, insira um rótulo de versão."
"Cannot change version access level because it is the last public version for its page.","Cannot change version access level because it is the last public version for its page."
"Version ""%1"" cannot be removed because it is the last public page version.","Version ""%1"" cannot be removed because it is the last public page version."
"Version ""%1"" cannot be removed because its revision is published.","Version ""%1"" cannot be removed because its revision is published."
"CMS Version with id ""%1"" does not exist.","CMS Version with id ""%1"" does not exist."
"Published","Publicado"
"[No Owner]","[No Owner]"
"Chapter","Capítulo"
"Section","Seção"
"Both","Ambos"
"Use default","Usar padrão"
"Default","Padrão"
"Numbers (1, 2, 3, ...)","Números (1, 2, 3,...)"
"Lower Alpha (a, b, c, ...)","Lower Alpha (a, b, c, ...)"
"Upper Alpha (A, B, C, ...)","Upper Alpha (A, B, C, ...)"
"Lower Roman (i, ii, iii, ...)","Lower Roman (i, ii, iii, ...)"
"Upper Roman (I, II, III, ...)","Upper Roman (I, II, III, ...)"
"Circle","Círculo"
"Disc","Disco"
"Square","Quadrado"
"Unordered","Não ordenado"
"Ordered","Ordenado"
"Use Parent","Usar pai"
"Enabled by Default","Habilitado por padrão"
"Disabled by Default","Desativado por padrão"
"Under Version Control","Sob controle de versão"
"%1; rev #%2","%1; rev #%2"
"Currently Published Revision","Currently Published Revision"
"The published revision is unavailable.","A revisão publicada não está disponível."
"Some error","Algum erro"
"Use the parent node hierarchy.","Use a hierarquia do nó pai."
"Are you sure you want to delete current hierarchy?","Are you sure you want to delete current hierarchy?"
"This page cannot be added, because a node or page with the same URL Key already exists in this tree part.","This page cannot be added, because a node or page with the same URL Key already exists in this tree part."
"There are unsaved node data. Are you sure you want to continue?","There are unsaved node data. Are you sure you want to continue?"
"This URL key is already in use.","Esta chave de URL já está sendo usada."
"CMS Pages","Páginas CMS"
"Please select a website or store view.","Please select a website or store view."
"Are you sure you want to copy the current hierarchy to the selected destinations?","Are you sure you want to copy the current hierarchy to the selected destinations?"
"Are you sure you want to delete the selected hierarchies?","Are you sure you want to delete the selected hierarchies?"
"Please select one or more hierarchies to delete.","Please select one or more hierarchies to delete."
"Please assign the current hierarchy to one or more destinations.","Please assign the current hierarchy to one or more destinations."
"Root","Raiz"
"No nodes are available","No nodes are available"
"Single Hierarchy for All Store Views","Single Hierarchy for All Store Views"
"Specific Hierarchy for Each Store View","Specific Hierarchy for Each Store View"
"CMS Hierarchy for","CMS Hierarchy for"
"Anchor Custom Text","Anchor Custom Text"
"If this value is empty, the node or page name will be used.","If this value is empty, the node or page name will be used."
"Anchor Custom Title","Anchor Custom Title"
"Node","Nó"
"Not Selected","Não selecionado"
"Select a page or node.","Selecione uma página ou um nó."
"Loading...","Carregando..."
"Please wait...","Por favor, aguarde..."
"Choose Revision","Choose Revision"
"Current Modification","Current Modification"
"Revision #%1","Revision #%1"
"Choose Store View:","Choose Store View:"
"Revision #","Revision #"
"New Revision","Nova revisão"
"Author:","Autor:"
"Created:","Criado:"
"Version:","Versão:"
"This Page Belongs To","This Page Belongs To"
"Website Root","Website Root"
"Version Revisions","Version Revisions"
"Page:","Página:"
"Page","Página"
"Previous","Anterior"
"You're currently reading page","You're currently reading page"
"Next","Próximo"
"CMS Page Hierarchy","CMS Page Hierarchy"
"Enable Hierarchy Functionality","Enable Hierarchy Functionality"
"Enable Hierarchy Metadata","Enable Hierarchy Metadata"
"Default Layout for Hierarchy Menu","Default Layout for Hierarchy Menu"
"CMS Versioning","CMS Versioning"
"CMS Page Default Versioning","CMS Page Default Versioning"
"CMS Hierarchy","Hierarquia CMS"
"CMS Hierarchy Node Link","CMS Hierarchy Node Link"
"Link to Specified CMS Hierarchy Node","Link to Specified CMS Hierarchy Node"
"Template","Template"
"CMS Page Link Block Template","CMS Page Link Block Template"
"CMS Page Link Inline Template","CMS Page Link Inline Template"
"All Store Views","Todas as Visões de Loja"
