"Type","Tipo"
"Length","Length"
"Signature Confirmation","Signature Confirmation"
"Customs Value","Valor personalizado"
"Width","Largura"
"Contents","Contents"
"Total Weight","Peso total"
"Height","Altura"
"Size","Tamanho"
"Girth","Circunferência"
"Items in the Package","Items in the Package"
"Product","Produto"
"Weight","Peso"
"Qty Ordered","Qtde comprada"
"Qty","Qtd"
"No detail for number ""%1""","No detail for number ""%1"""
"Shipping labels is not available.","Shipping labels is not available."
"Response info is not exist.","Response info is not exist."
"Invalid carrier: %1","Invalid carrier: %1"
"We don't have enough information to create shipping labels. Please make sure your store information and settings are complete.","We don't have enough information to create shipping labels. Please make sure your store information and settings are complete."
"Per Order","Por pedido"
"Per Package","Per Package"
"Fixed","Fixo"
"Percent","Por cento"
"Tracking information is unavailable.","Tracking information is unavailable."
"message","mensagem"
"Email has not been sent","Email não foi enviado"
"Payment &amp; Shipping Method","Pagamento &amp; método de envio"
"Payment Information","Informação de Pagamento"
"The order was placed using %1.","O pedido foi realizado usando %1."
"Shipping Information","Dados de Entrega"
"Total Shipping Charges","Total Shipping Charges"
"Incl. Tax","Imposto Incl."
"Items to Ship","Items to Ship"
"Qty to Ship","Qty to Ship"
"Ship","Enviar"
"Shipment Total","Shipment Total"
"Shipment Comments","Shipment Comments"
"Comment Text","Texto do comentário"
"Shipment Options","Shipment Options"
"Create Shipping Label","Criar etiquetas de envio"
"Append Comments","Acrescentar comentários"
"Email Copy of Shipment","Email Copy of Shipment"
"Invalid value(s) for Qty to Ship","Invalid value(s) for Qty to Ship"
"Select All","Selecionar Todos"
"Product Name","Nome do produto"
"Delete","Excluir"
"Create Packages","Criar pacotes"
"Cancel","Cancelar"
"Save","Salvar"
"Add Package","Adicionar pacote"
"Add Selected Product(s) to Package","Add Selected Product(s) to Package"
"Add Products to Package","Add Products to Package"
"USPS domestic shipments don't use package types.","USPS domestic shipments don't use package types."
"in","in"
"cm","cm"
"lb","lb"
"kg","kg"
"Delete Package","Delete Package"
"Explanation","Explanation"
"Carrier","Carrier"
"Title","Título"
"Number","Número"
"Action","Ação"
"Are you sure?","Você tem certeza?"
"Shipping &amp; Handling Information","Shipping &amp; Handling Information"
"Track Order","Track Order"
"No shipping information available","No shipping information available"
"Shipping and Tracking Information","Shipping and Tracking Information"
"Track this shipment","Track this shipment"
"Items Shipped","Items Shipped"
"Order Total","Total do Pedido"
"Shipment History","Shipment History"
"Qty Shipped","Quantidade enviada"
"Print All Shipments","Print All Shipments"
"Shipment #","Shipment #"
"Print Shipment","Print Shipment"
"Tracking Number(s):","Tracking Number(s):"
"SKU","SKU"
"Order tracking","Order tracking"
"Tracking Number:","Tracking Number:"
"Carrier:","Carrier:"
"Error:","Error:"
"Tracking information is currently not available. Please ","Tracking information is currently not available. Please "
"contact us","contact us"
" for more information or "," for more information or "
"email us at ","email us at "
"Info:","Info:"
"Track:","Track:"
"Status:","Status:"
"Delivered on:","Delivered on:"
"Signed by:","Signed by:"
"Delivered to:","Delivered to:"
"Shipped or billed on:","Shipped or billed on:"
"Service Type:","Service Type:"
"Weight:","Weight:"
"N/A","Não Disponível"
"Track history","Track history"
"Location","Localização"
"Date","Data"
"Local Time","Local Time"
"Description","Descrição"
"There is no tracking available for this shipment.","There is no tracking available for this shipment."
"There is no tracking available.","There is no tracking available."
"Close Window","Fechar Janela"
"Shipping Settings","Shipping Settings"
"Origin","Origem"
"Country","País"
"Region/State","Região/estado"
"ZIP/Postal Code","CEP/Código Postal"
"City","Cidade"
"Street Address","Endereço"
"Street Address Line 2","Street Address Line 2"
"Shipping Policy Parameters","Shipping Policy Parameters"
"Apply custom Shipping Policy","Apply custom Shipping Policy"
"Shipping Policy","Política de envio"
"Shipping Methods","Métodos de envio"
