"Or you can email the following link and gift registry ID to them:","Or you can email the following link and gift registry ID to them:"
"Registry Location:","Local da lista:"
"Registry ID:","Registry ID:"
"You can view and purchase items from this gift registry at <a href=""%account_url"">%store_name</a>.","You can view and purchase items from this gift registry at <a href=""%account_url"">%store_name</a>."
"Gift Registry:","Lista de presente:"
"Created For:","Criado por:"
"You can create your own gift registry on <a href=""%account_url"">%store_name</a> and share it with friends and family.","Você pode criar a sua própria lista de presentes em <a href=""%account_url"">%store_name</a> e compartilhar com amigos e família."
"The following items have been purchased from your gift registry ""%registry_name"":","The following items have been purchased from your gift registry ""%registry_name"":"
"You can sign in to your account to view more details about this gift registry.","You can sign in to your account to view more details about this gift registry."
"Use gift registry shipping address","Use gift registry shipping address"
"The only place to change the number of gift registry items is on the Gift Registry Info page or directly in your cart.","The only place to change the number of gift registry items is on the Gift Registry Info page or directly in your cart."
"Text","Texto"
"Gift Registry Details","Gift Registry Details"
"Role","Função"
"Event Data","Data do evento"
"Event Information","Informações do evento"
"Event Country","País do evento"
"My event special","My event special"
"My special attribute","My special attribute"
"General Options","Opções gerais"
"Enable Gift Registry","Habilitar lista de presente"
"Maximum Registrants","Maximum Registrants"
"Owner Notification","Notificação do proprietário"
"Email Template","Template de E-mail"
"Email Sender","Remetente do e-mail"
"Gift Registry Sharing","Compartilhamento de lista de presente"
"Maximum Sent Emails Threshold","Maximum Sent Emails Threshold"
"Gift Registry Update","Gift Registry Update"
"Select","Selecione"
"Date","Data"
"Event Region Id","Event Region Id"
"Event Region Text","Event Region Text"
"Event Location","Local do evento"
"Gift Registry Quick Search Form","Gift Registry Quick Search Form"
"Quick Search Form Types","Quick Search Form Types"
"Template","Template"
"Default Template","Modelo padrão"
"Listed","Listado"
