"Deleting a %1 will not delete the information associated with the %1 (e.g. categories, products, etc.), but the %1 will not be able to be restored. It is suggested that you create a database backup before deleting the %1.","Excluir o %1 não excluirá as informações associadas com %1 (ex: categorias, produtos, etc.), mas o %1 não será capaz de ser restaurado. É recomendado que você crie um backup do banco de dados antes de excluir o %1."
"Something went wrong. Please try again.","Algo deu errado. Por favor, tente novamente."
"This store cannot be deleted.","Essa loja não pode ser excluída."
"You deleted the store.","Você excluiu a Loja."
"Unable to delete store. Please, try again later.","Não é possível excluir a loja. Por favor, tente novamente mais tarde."
"This store view cannot be deleted.","Essa visão de loja não pode ser excluída."
"Store View","Visão de Loja"
"You deleted the store view.","Você excluiu a visão de loja."
"Unable to delete store view. Please, try again later.","Não foi possível excluir a visão de loja. Por favor, tente mais tarde."
"This website cannot be deleted.","Esse website não pode ser excluído."
"You deleted the website.","Você excluiu o website."
"Unable to delete website. Please, try again later.","Não é possível excluir o website. Por favor, tente novamente mais tarde."
"The website does not exist.","O website não existe."
"Before modifying the website code please make sure it is not used in index.php.","Antes de modificar o código do website, por favor, certifique-se de que ele não é usado no index.php."
"The store does not exist","A loja não existe"
"Store view doesn't exist","Visão de loja inexistente"
"Before modifying the store view code please make sure it is not used in index.php.","Antes de modificar a visão de loja, por favor, certifique-se de que ela não é usada no index.php."
"New ","Novo "
"You saved the website.","Você salvou o website."
"You saved the store.","Você salvou a loja."
"You saved the store view.","Você salvou a visão de loja."
"Something went wrong while saving. Please review the error log.","Algo deu errado ao salvar. Por favor, revise o log de erros."
"Last 24 Hours","Últimas 24 horas"
"Last 7 Days","Últimos 7 Dias"
"Current Month","Mês atual"
"YTD","Acumulado no ano"
"2YTD","Acumulado nos últimos 2 anos"
"Authentication storage is incorrect.","Armazenamento de autenticação está incorreto."
"You did not sign in correctly or your account is temporarily disabled.","Você não digitou os dados corretamente ou a sua conta está temporariamente desativada."
"Authentication error occurred.","Erro de autenticação."
"Order","Pedido"
"Order #%1","Pedido #%1"
"Access denied","Acesso negado"
"Please try to sign out and sign in again.","Por favor, saia do sistema e entre novamente."
"If you continue to receive this message, please contact the store owner.","Se você continuar a receber esta mensagem, por favor, entre em contato com o dono da loja."
"You need more permissions to access this.","Você precisa mais permissões para acessar isso."
"Welcome, please sign in","Bem-vindo, cadastre-se"
"Username","Nome de Usuário"
"user name","nome de usuário"
"Password","Senha"
"password","senha"
"Sign in","Entrar"
"Select Range:","Selecione a escala:"
"No Data Found","Nenhum dado encontrado"
"Chart is disabled. To enable the chart, click <a href=""%1"">here</a>.","Gráfico está desabilitado. Para habilitar o gráfico, clique <a href=""%1""> aqui</a>."
"Last Orders","Últimos pedidos"
"Last Search Terms","Últimas palavras pesquisadas"
"Top Search Terms","Palavras mais pesquisadas"
"There are no search keywords.","Não há nenhuma palavra-chave na pesquisa."
"View Statistics For:","Exibir Estatísticas para:"
"All Websites","Todos os sites"
"Reload Data","Recarregar dados"
"Browse Files...","Procurar Arquivos..."
"Magento","Magento"
"Copyright&copy; %1 Magento Commerce Inc. All rights reserved.","Copyright&copy; %1 Magento Commerce Inc. All rights reserved."
"ver. %1","versão %1"
"Magento Admin Panel","Painel de Admin do Magento"
"Account Setting","Configurações da Conta"
"Customer View","Visão do cliente"
"Sign Out","Sair"
"About the calendar","Sobre o calendário"
"Close","Fechar"
"Go Today","Hoje"
"Previous","Anterior"
"Next","Próximo"
"WK","WK"
"Time","Tempo"
"Hour","Hora"
"Minute","Minuto"
"JavaScript may be disabled in your browser.","O JavaScript parece estar desabilitado no seu navegador."
"To use this website you must first enable JavaScript in your browser.","Antes de usar este site você deve habilitar JavaScript em seu navegador."
"This is only a demo store. You can browse and place orders, but nothing will be processed.","Esta é apenas uma loja demonstrativa. Você pode navegar e fazer pedidos, mas nada será processado."
"Report Bugs","Informar Problema"
"Store View:","Visão de Loja:"
"Stores Configuration","Configuração de Lojas"
"Please confirm scope switching. All data that hasn't been saved will be lost.","Por favor, confirme a mudança de escopo. Todos os dados que ainda não foram salvos serão perdidos."
"Additional Cache Management","Gerenciamento Adicional de Cache"
"Flush Catalog Images Cache","Liberar Cache das Imagens do Catálogo"
"Pregenerated product images files","Geração prévia de arquivo de imagens dos produtos"
"Flush JavaScript/CSS Cache","Liberar Cache JavaScript/CSS"
"Themes JavaScript and CSS files combined to one file.","Combinar arquivos de tema JavaScript e CSS em um único arquivo."
"Flush Static Files Cache","Liberar Cache de Arquivos Estáticos"
"Preprocessed view files and static files","Arquivos de tema e estáticos pré-processados"
"Catalog","Catálogo"
"JavaScript/CSS","JavaScript/CSS"
"JavaScript/CSS Cache","Cache JavaScript/CSS"
"No records found.","Nenhum registro encontrado."
"Images","Imagens"
"Big Image","Imagem Grande"
"Thumbnail","Miniatura"
"Additional Settings","Configurações Adicionais"
"records found","registros encontrados"
"selected","selecionado"
"per page","por página"
"Previous page","Página anterior"
"of %1","de %1"
"Next page","Próxima página"
"Export to:","Exportar para:"
"Actions","Ações"
"Mass Actions","Ações em massa"
"Unselect All","Deselecionar Todos"
"Select Visible","Selecionar Todos da Página"
"Unselect Visible","Desmarcar Todos da Página"
"Changes have been made to this section that have not been saved.","Não foram salvas mudanças feitas nessa seleção."
"This tab contains invalid data. Please resolve this before saving.","Essa aba contém dados inválidos. Por favor corrija antes de salvar."
"The information in this tab has been changed.","A informação nessa aba foi alterada."
"Loading...","Carregando..."
"We could not detect a size.","Não foi possível detectar o tamanho."
"We don't recognize or support this file extension type.","Nós não reconhecemos ou suportamos este tipo de extensão de arquivo."
"Services","Serviços"
"Advanced","Avançado"
"Disable Modules Output","Disable Modules Output"
"Store Email Addresses","Store Email Addresses"
"Custom Email 1","Custom Email 1"
"Sender Email","E-mail do remetente"
"Sender Name","Nome do remetente"
"Custom Email 2","Custom Email 2"
"General Contact","Contato geral"
"Sales Representative","Representante de vendas"
"Customer Support","Suporte ao cliente"
"Design","Design"
"Design Theme","Design do Tema"
"User-Agent Exceptions","User-Agent Exceptions"
"
                        Search strings are either normal strings or regular exceptions (PCRE). They are matched in the same order as entered. Examples:<br /><span style=""font-family:monospace"">Firefox<br />/^mozilla/i</span>
                    ","
                        Search strings are either normal strings or regular exceptions (PCRE). They are matched in the same order as entered. Examples:<br /><span style=""font-family:monospace"">Firefox<br />/^mozilla/i</span>
                    "
"Find a string in client user-agent header and switch to specific design theme for that browser.","Find a string in client user-agent header and switch to specific design theme for that browser."
"Pagination","Paginação"
"Pagination Frame","Pagination Frame"
"How many links to display at once.","How many links to display at once."
"Pagination Frame Skip","Pagination Frame Skip"
"If the current frame position does not cover utmost pages, will render link to current position plus/minus this value.","If the current frame position does not cover utmost pages, will render link to current position plus/minus this value."
"Anchor Text for Previous","Anchor Text for Previous"
"Alternative text for previous link in pagination menu. If empty, default arrow image will used.","Alternative text for previous link in pagination menu. If empty, default arrow image will used."
"Anchor Text for Next","Anchor Text for Next"
"Alternative text for next link in pagination menu. If empty, default arrow image will used.","Alternative text for next link in pagination menu. If empty, default arrow image will used."
"Developer","Desenvolvedor"
"Debug","Depurar/Debug"
"Enabled Template Path Hints for Storefront","Enabled Template Path Hints for Storefront"
"Enabled Template Path Hints for Admin","Enabled Template Path Hints for Admin"
"Add Block Names to Hints","Add Block Names to Hints"
"Template Settings","Configurações de modelo"
"Allow Symlinks","Allow Symlinks"
"Warning! Enabling this feature is not recommended on production environments because it represents a potential security risk.","Warning! Enabling this feature is not recommended on production environments because it represents a potential security risk."
"Minify Html","Minify Html"
"Translate Inline","Translate Inline"
"Enabled for Storefront","Enabled for Storefront"
"Enabled for Admin","Enabled for Admin"
"Translate, blocks and other output caches should be disabled for both Storefront and Admin inline translations.","Translate, blocks and other output caches should be disabled for both Storefront and Admin inline translations."
"JavaScript Settings","JavaScript Settings"
"Merge JavaScript Files","Merge JavaScript Files"
"Enable Javascript Bundling","Enable Javascript Bundling"
"Minify JavaScript Files","Minify JavaScript Files"
"CSS Settings","Configurações de CSS"
"Merge CSS Files","Mesclar arquivos CSS"
"Minify CSS Files","Minify CSS Files"
"Image Processing Settings","Image Processing Settings"
"Image Adapter","Image Adapter"
"Static Files Settings","Static Files Settings"
"Sign Static Files","Sign Static Files"
"Country Options","Country Options"
"Allow Countries","Allow Countries"
"Default Country","Default Country"
"European Union Countries","European Union Countries"
"Top destinations","Top destinations"
"Locale Options","Opções de localidade"
"Timezone","Fuso horário"
"Locale","Localidade"
"First Day of Week","Primeiro dia da semana"
"Weekend Days","Dias de semana"
"Store Name","Nome da loja"
"Store Phone Number","Número de telefone da loja"
"Store Hours of Operation","Horários de funcionamento"
"Country","País"
"Region/State","Região/estado"
"ZIP/Postal Code","CEP/Código Postal"
"City","Cidade"
"Street Address","Endereço"
"Street Address Line 2","Street Address Line 2"
"VAT Number","Número VAT"
"Single-Store Mode","Single-Store Mode"
"Enable Single-Store Mode","Enable Single-Store Mode"
"This setting will not be taken into account if system has more than one store view.","This setting will not be taken into account if system has more than one store view."
"Mail Sending Settings","Mail Sending Settings"
"Disable Email Communications","Disable Email Communications"
"Host","Host"
"Port (25)","Port (25)"
"Set Return-Path","Set Return-Path"
"Return-Path Email","Return-Path Email"
"Admin","Admin"
"Admin User Emails","Admin User Emails"
"Forgot Password Email Template","Forgot Password Email Template"
"Email template chosen based on theme fallback when ""Default"" option is selected.","O modelo de e-mail escolhido baseado no tema ""fallback"" quando a opção ""Padrão"" é selecionada."
"Forgot and Reset Email Sender","Forgot and Reset Email Sender"
"Recovery Link Expiration Period (days)","Período de Expiração de Link de Recuperação (dias)"
"Please enter a number 1 or greater in this field.","Por favor, insira um número maior ou igual a 1 neste campo."
"Startup Page","Startup Page"
"Admin Base URL","Admin Base URL"
"Use Custom Admin URL","Use Custom Admin URL"
"Custom Admin URL","Custom Admin URL"
"Make sure that base URL ends with '/' (slash), e.g. http://yourdomain/magento/","Make sure that base URL ends with '/' (slash), e.g. http://yourdomain/magento/"
"Use Custom Admin Path","Use Custom Admin Path"
"Custom Admin Path","Custom Admin Path"
"You will have to sign in after you save your custom admin path.","You will have to sign in after you save your custom admin path."
"Security","Security"
"Add Secret Key to URLs","Add Secret Key to URLs"
"Login is Case Sensitive","Login is Case Sensitive"
"Admin Session Lifetime (seconds)","Admin Session Lifetime (seconds)"
"Values less than 60 are ignored.","Values less than 60 are ignored."
"Enable Charts","Habilitar gráficos"
"Web","Web"
"Url Options","Url Options"
"Add Store Code to Urls","Add Store Code to Urls"
"
                        <strong style=""color:red"">Warning!</strong> When using Store Code in URLs, in some cases system may not work properly if URLs without Store Codes are specified in the third party services (e.g. PayPal etc.).
                    ","
                        <strong style=""color:red"">Warning!</strong> When using Store Code in URLs, in some cases system may not work properly if URLs without Store Codes are specified in the third party services (e.g. PayPal etc.).
                    "
"Auto-redirect to Base URL","Auto-redirect to Base URL"
"Search Engine Optimization","Otimização de busca (SEO)"
"Use Web Server Rewrites","Use Web Server Rewrites"
"Base URLs","Base URLs"
"Base URL","Base URL"
"Specify URL or {{base_url}} placeholder.","Specify URL or {{base_url}} placeholder."
"Base Link URL","Base Link URL"
"Base URL for Static View Files","Base URL for Static View Files"
"May be empty or start with {{unsecure_base_url}} placeholder.","May be empty or start with {{unsecure_base_url}} placeholder."
"Base URL for User Media Files","Base URL for User Media Files"
"Base URLs (Secure)","Base URLs (Secure)"
"Secure Base URL","Secure Base URL"
"Specify URL or {{base_url}}, or {{unsecure_base_url}} placeholder.","Specify URL or {{base_url}}, or {{unsecure_base_url}} placeholder."
"Secure Base Link URL","Secure Base Link URL"
"Secure Base URL for Static View Files","Secure Base URL for Static View Files"
"May be empty or start with {{secure_base_url}}, or {{unsecure_base_url}} placeholder.","May be empty or start with {{secure_base_url}}, or {{unsecure_base_url}} placeholder."
"Secure Base URL for User Media Files","Secure Base URL for User Media Files"
"Use Secure URLs on Storefront","Use Secure URLs on Storefront"
"Use Secure URLs in Admin","Use Secure URLs in Admin"
"Offloader header","Offloader header"
"Default Pages","Default Pages"
"Default Web URL","Default Web URL"
"Default No-route URL","Default No-route URL"
"Session Validation Settings","Session Validation Settings"
"Validate REMOTE_ADDR","Validate REMOTE_ADDR"
"Validate HTTP_VIA","Validate HTTP_VIA"
"Validate HTTP_X_FORWARDED_FOR","Validate HTTP_X_FORWARDED_FOR"
"Validate HTTP_USER_AGENT","Validate HTTP_USER_AGENT"
"Use SID on Storefront","Use SID on Storefront"
"Allows customers to stay logged in when switching between different stores.","Allows customers to stay logged in when switching between different stores."
"Cache Type","Tipo de cache"
"Description","Descrição"
"Tags","Tags"
"<h1 class=""page-heading"">404 Error</h1><p>Page not found.</p>","<h1 class=""page-heading""> erro 404</h1> <p>Página não encontrada.</p>"
"Community Edition","Community Edition"
